headline,url,timestamp,tags,summary
AMD and Intel dip on report China told telecoms to remove foreign chips,https://www.cnbc.com/2024/04/12/amd-intel-dip-on-report-china-told-telecoms-to-remove-foreign-chips.html,2024-04-12T20:05:53+0000,"['breaking news technology', 'advanced micro devices inc', 'intel corp', 'technology']",Shares of U.S. chipmakers fell after The Wall Street Journal reported China is ordering the country's top telecom carriers to stop using foreign processors.
Nike CEO blames remote work for innovation slowdown,https://www.cnbc.com/2024/04/12/nike-ceo-blames-remote-work-for-innovation-slowdown.html,2024-04-12T18:07:18+0000,"['breaking news business', 'retail industry', 'business', 'nike inc', 'john donahoe', 'sara eisen', 'apparel retail']","Nike CEO John Donahoe blamed remote work for the company falling behind on innovation, saying it's tough to build disruptive products on Zoom."
Italy launched a new digital nomad visa: How to apply,https://www.cnbc.com/2024/04/12/italy-digital-nomad-visa.html,2024-04-12T18:55:46+0000,['NA'],"Italy's new digital nomad visa will require workers to have an annual income of about $30,000. "
"The rich are getting second passports, citing risk of instability ",https://www.cnbc.com/2024/04/10/rich-americans-get-second-passports-citing-risk-of-instability.html,2024-04-10T12:44:24+0000,"['wealth', 'united states', 'social issues', 'business']","The top destinations for supplemental passports among Americans are Portugal, Malta, Greece and Italy, according to a leading law firm."
"Biden to forgive $7.4 billion in student debt for another 277,000 borrowers",https://www.cnbc.com/2024/04/12/biden-to-forgive-7point4-billion-in-student-debt-for-277000-borrowers.html,2024-04-12T14:02:44+0000,"['breaking news', 'government and politics', 'joe biden', 'personal finance', 'breaking news politics', 'politics', 'breaking news investing', 'student loans']","The Biden administration announced it will forgive $7.4 billion in student debt for another 277,000 borrowers, its latest round of relief."
"Student loan borrowers could have up to $20,000 in interest forgiven this fall",https://www.cnbc.com/2024/04/12/student-loan-borrowers-could-have-up-to-20000-dollars-forgiven-this-fall.html,2024-04-12T15:22:33+0000,"['joe biden', 'personal finance']","As part of President Biden's new sweeping student debt forgiveness proposal, borrowers with balances higher than where they started could see some relief."
"StubHub eyes summer IPO, seeks $16.5 billion valuation",https://www.cnbc.com/2024/04/12/stubhub-eyes-summer-ipo-seeks-16point5-billion-valuation.html,2024-04-12T19:27:32+0000,"['goldman sachs bdc inc', 'goldman sachs group inc', 'jpmorgan drn', 'ebay inc', 'live nation entertainment inc', 'vivid seats inc', 'entertainment', 'breaking news business', 'movies', 'life', 'business']",StubHub is eyeing a summer initial public offering and the online ticketing service is aiming for a valuation of at least $16.5 billion.
Russia battles floods as Ural river swells; Moscow hits 'critical' Ukrainian infrastructure,https://www.cnbc.com/2024/04/12/russia-ukraine-live-updates.html,2024-04-12T15:48:48+0000,"['breaking news', 'breaking news europe', 'russia', 'war', 'russiaukraine crisis', 'politics', 'breaking news politics', 'ukraine', 'environment']","Overnight attacks by Russia on Ukraine damaged infrastructure and private homes across the country, according to regional officials."
How Bombardier is cashing in on business elite's love affair with private jets,https://www.cnbc.com/2024/04/12/how-bombardier-is-cashing-in-on-elites-desire-for-private-jet-travel.html,2024-04-12T14:30:01+0000,"['air travel', 'bombardier inc', 'montreal', 'transportation', 'airlines', 'aerospace and defense industry', 'breaking news business', 'boeing co', 'berkshire hathaway inc', 'berkshire hathaway inc', 'wheels up experience inc', 'textron inc']","Commercial planes, trains and snowmobiles are out at Bombardier, as its debt-laden past pushes the company go all-in on the business jet. "
"The No. 1 tip for communicating well over email, according to a language expert",https://www.cnbc.com/2024/04/12/no-1-tip-for-communicating-over-email-according-to-a-language-expert.html,2024-04-12T15:50:52+0000,['NA'],Communicating well over email is key to succeeding in an office.
43-year-old started a side hustle in college—now it brings in $200 million a year,https://www.cnbc.com/2024/04/05/insomnia-cookies-college-side-hustle-to-multimillion-dollar-company.html,2024-04-10T19:43:27+0000,"['side hustle', 'entrepreneurship', 'video first']","First, Insomnia Cookies CEO Seth Berkowitz baked and delivered cookies across his college campus. Then, he turned it into a $500 million company."
"Nvidia is headed toward a $1,150 target, according to chart analyst",https://www.cnbc.com/2024/04/12/nvidia-is-a-buy-on-the-pullback-and-headed-toward-a-1150-target-according-to-chart-analyst.html,2024-04-12T17:14:15+0000,"['breaking news markets', 'markets', 'personal finance', 'nvidia corp']",
BlackRock's Fink sees Fed cutting twice this year but missing inflation goal,https://www.cnbc.com/2024/04/12/blackrocks-larry-fink-sees-fed-cutting-rates-twice-this-year-but-missing-2percent-inflation-goal.html,2024-04-12T15:46:34+0000,"['inflation', 'interest rates', 'blackrock inc', 'economy']",The head of the world's largest money manager said it's unlikely the central bank will hit its 2% goal anytime soon.
Cathie Wood's Ark Invest takes a stake in OpenAI,https://www.cnbc.com/2024/04/12/cathie-wood-takes-a-stake-in-openai-betting-on-an-explosion-in-ai-use.html,2024-04-12T13:50:04+0000,"['regwallpro', 'markets', 'stock markets', 'wall street', 'investment strategy', 'breaking news business', 'breaking news investing', 'breaking news markets', 'cathie wood']","In a Thursday email to clients, the St. Petersburg, Florida-based asset manager said her ARK Venture Fund has invested in OpenAI as of Wednesday. "
"Trump Media shares close down more than 5%, latest grim day for Truth Social owner",https://www.cnbc.com/2024/04/11/trump-media-shares-close-lower-as-truth-social-owner-slump-continues.html,2024-04-11T21:07:15+0000,"['donald trump', 'business', 'social media', 'government and politics', 'donald trump', 'trump media technology group corp', 'politics', 'breaking news politics']","The biggest shareholder in Trump Media is Donald Trump, the presumptive Republican presidential nominee."
Nike CEO says focus went too far as it embraces wholesale retailers again,https://www.cnbc.com/2024/04/12/nike-ceo-acknowledges-it-went-too-far-in-direct-push.html,2024-04-12T18:55:19+0000,"['breaking news business', 'retail industry', 'business', 'nike inc', 'john donahoe', 'macys inc', 'designer brands inc', 'on holding ag', 'sara eisen', 'apparel retail']",Nike CEO John Donahoe acknowledged that the brand went too far when it iced out wholesalers like Macy's and DSW in favor of its own stores and website. 
Western boot sales jump more than 20% week over week since 'Cowboy Carter',https://www.cnbc.com/2024/04/12/beyonce-bounce-western-boot-sales-on-the-rise-since-cowboy-carter-launch-.html,2024-04-12T19:24:50+0000,"['beyonce', 'economy', 'breaking news economy', 'lvmh moet hennessy louis vuitton se', 'lvmh moet hennessy louis vuitton se', 'kontoor brands inc', 'levi strauss co', 'boot barn holdings inc', 'taylor swift', 'stock markets', 'markets', 'breaking news markets', 'investment strategy', 'breaking news investing']",The iconic shoe is getting a lift from Beyoncé's latest album.
"Jamie Dimon warns that inflation, wars and Fed policy pose major threats ahead",https://www.cnbc.com/2024/04/12/jamie-dimon-warns-that-inflation-wars-and-fed-policy-pose-major-threats-ahead.html,2024-04-12T15:12:18+0000,"['breaking news economy', 'economy', 'breaking news', 'banks', 'inflation', 'federal reserve bank', 'jamie dimon', 'jpmorgan drn', 'prices']","Taken together, Dimon said the three issues pose substantial unknowns."
"With interest rates higher for longer, here's what to do with your cash",https://www.cnbc.com/2024/04/12/with-interest-rates-expected-higher-for-longer-what-to-do-with-cash.html,2024-04-12T18:45:20+0000,"['certificates of deposit', 'personal saving', 'money markets', 'money market funds', 'barry glassman cfp', 'marguerita cheng cfp', 'stock markets', 'investment strategy', 'personal finance', 'cme group inc', 'economic events']",The latest inflation reports have pushed back expectations for a Federal Reserve rate cut. That's good news for savers.
"90% of qualifying EV buyers opt for $7,500 tax credit upfront: Treasury",https://www.cnbc.com/2024/04/12/90percent-of-qualifying-ev-buyers-get-7500-tax-credit-as-upfront-payment.html,2024-04-12T16:20:26+0000,"['government taxation and revenue', 'income tax', 'taxes', 'electric vehicles', 'environment', 'autos', 'personal finance']",Most qualifying buyers of new electric vehicles choose to get their tax break as an advance payment instead of waiting until tax season.
"This simple move 'takes minutes' to file a free federal tax extension, pro says",https://www.cnbc.com/2024/04/10/heres-how-to-file-a-federal-tax-extension-for-free-in-minutes.html,2024-04-10T17:51:35+0000,"['financial planning', 'financial planners', 'financial advisors', 'taxes', 'tax bill', 'national taxes', 'internal revenue service', 'personal finance', 'government taxation and revenue', 'tax planning', 'wealth', 'personal saving']","You can file a federal tax extension for free online and it only takes a few minutes, according to tax experts. Here's what taxpayers need to know."
3 resume red flags recruiters look out for and how to avoid them,https://www.cnbc.com/2024/04/08/3-resume-red-flags-recruiters-look-out-for-and-how-to-avoid-them.html,2024-04-08T13:24:59+0000,"['labor economy', 'personnel']","Having too much AI-generated content or poor formatting on your resume could cost you the job, a new Resume Genius survey found."
Trump Media stock's wild ride in five charts,https://www.cnbc.com/2024/04/12/trump-media-djt-stocks-wild-ride-in-five-charts.html,2024-04-12T19:51:46+0000,"['donald trump', 'trump media technology group corp', 'breaking news markets', 'markets', 'breaking news politics', 'politics', 'social media']",Trump's net worth has swung along with the volatile DJT stock price.
Trump is about to face trial on criminal hush money charges. Here's what to know,https://www.cnbc.com/2024/04/11/trump-to-face-trial-criminal-hush-money-charges-what-to-know.html,2024-04-11T21:52:19+0000,"['crime', 'politics', 'breaking news politics', 'elections', 'donald trump', 'donald trump', 'joe biden', 'trump media technology group corp', 'government and politics', 'collusion', 'securities fraud', 'corruption']",Donald Trump is accused in New York Supreme Court of falsifying business records in a scheme to conceal a hush money payment to porn star Stormy Daniels.
Globe Life shares rebound 20% after plummeting more than 50% Thursday,https://www.cnbc.com/2024/04/12/globe-life-shares-rebound-after-plummeting-over-50percent-thursday.html,2024-04-12T20:01:23+0000,"['business', 'globe life inc']","A short seller uncovered ""extensive allegations of insurance fraud ignored by management despite being obvious and reported hundreds of times."""
"Denver, Boulder poach more of Silicon Valley's tech founders and VC billions",https://www.cnbc.com/2024/04/11/denver-boulder-poach-more-of-silicon-valleys-founders-and-billions.html,2024-04-12T14:10:44+0000,"['colorado', 'startup', 'startups', 'venture capital', 'us economy', 'breaking news economy', 'economy', 'business', 'denver', 'boulder']",More startups are leaving the Bay Area for Denver and Boulder and they are thriving as venture billions flow into the Colorado metro region.
Brené Brown: The No. 1 way to combat loneliness,https://www.cnbc.com/2024/04/09/bren-brown-on-the-no-1-way-to-combat-loneliness.html,2024-04-09T14:11:56+0000,"['psychology', 'mental health', 'friendships', 'relationships']","Almost one-third, 30%, of Americans say they have experienced feelings of loneliness once a week during the last year."
Students earning college degrees notched steepest decline on record,https://www.cnbc.com/2024/04/12/students-earning-college-degrees-notched-steepest-decline-on-record.html,2024-04-12T15:56:27+0000,"['student loans', 'student financial aid', 'students', 'higher education', 'investment strategy', 'breaking news investing', 'personal finance']","After years of steady increases, the number of students earning college degrees fell for the second year in a row, according to a recent report."
Here's who's eligible for Biden's new student loan forgiveness plan,https://www.cnbc.com/2024/04/08/who-may-be-eligible-for-bidens-new-student-loan-forgiveness-plan.html,2024-04-08T19:39:23+0000,"['personal debt', 'student financial aid', 'student loans', 'higher education', 'personal loans', 'investment strategy', 'breaking news investing', 'joe biden', 'personal finance']",Here’s the breakdown of who stands to benefit from President Joe Biden's new student loan forgiveness plan.
People almost always get this simple math problem wrong: Can you solve it? ,https://www.cnbc.com/2023/07/03/people-almost-always-get-this-simple-math-problem-wrong.html,2023-07-06T19:10:45+0000,"['lifestyle', 'consumer behavior', 'psychology']",A bat and a ball cost $1.10 in total. The bat costs $1.00 more than the ball. How much does the ball cost?
"Trump Media shares close down more than 8%, putting market cap under $5 billion",https://www.cnbc.com/2024/04/10/trump-media-stock-shares-drop-by-more-than-6percent.html,2024-04-10T20:19:15+0000,"['markets', 'breaking news markets', 'donald trump', 'trump media technology group corp', 'politics', 'breaking news politics', 'donald trump', 'social media', 'business']","Trump Media owns the Truth Social app. Donald Trump, the presumptive Republican presidential nominee, is the company's largest shareholder."
Apple shares have best day since last May ,https://www.cnbc.com/2024/04/11/apple-stock-just-had-its-best-day-since-last-may-.html,2024-04-11T20:38:30+0000,"['apple inc', 'business', 'breaking news technology', 'technology', 'mobile', 'apple inc', 'tim cook', 'iphone', 'jpmorgan drn']","Apple stock climbed 4.3% on Thursday to a share price of $175.04. It is Apple's best day since May 5, 2023."
